Date,Ticker,Action,Price,Shares
2024-06-10,BEL.NS,BUY,284.6575622558594,2433
2024-06-10,HINDALCO.NS,BUY,668.2899780273438,1036
2024-06-11,BEL.NS,SELL,282.7854919433594,2433
2024-06-11,HINDALCO.NS,SELL,671.2018432617188,1036
2024-06-12,HINDALCO.NS,BUY,665.2794799804688,2071
2024-06-13,HINDALCO.NS,SELL,669.2277221679688,2071
2024-06-13,POWERGRID.NS,BUY,306.0169677734375,4512
2024-06-14,POWERGRID.NS,SELL,305.0811462402344,4512
2024-06-14,HINDALCO.NS,BUY,681.0724487304688,2013
2024-06-18,HINDALCO.NS,SELL,674.7552490234375,2013
2024-06-18,POWERGRID.NS,BUY,301.3377685546875,4490
2024-06-19,POWERGRID.NS,SELL,312.5677795410156,4490
2024-06-20,SBIN.NS,SELL,836.2092895507812,78
2024-06-20,BEL.NS,BUY,305.25067138671875,4792
2024-06-21,BEL.NS,SELL,308.1081237792969,4792
2024-06-21,POWERGRID.NS,BUY,305.7362060546875,4810
2024-06-24,POWERGRID.NS,SELL,302.3672180175781,4810
2024-06-24,BEL.NS,BUY,300.3240966796875,4823
2024-06-25,BEL.NS,SELL,306.33453369140625,4823
2024-06-25,HINDALCO.NS,BUY,679.8878784179688,2164
2024-06-26,HINDALCO.NS,SELL,674.7058715820312,2164
2024-06-27,ICICIBANK.NS,SELL,1208.54052734375,1385
2024-07-01,NTPC.NS,SELL,363.9243469238281,188
2024-07-03,M&M.NS,BUY,2827.41552734375,1128
2024-07-04,M&M.NS,SELL,2846.126953125,1128
2024-07-05,M&M.NS,BUY,2862.99853515625,1117
2024-07-09,M&M.NS,SELL,2832.5927734375,1117
2024-07-09,POWERGRID.NS,BUY,318.1828308105469,9905
2024-07-10,POWERGRID.NS,SELL,320.99029541015625,9905
2024-07-15,M&M.NS,BUY,2701.14892578125,1172
2024-07-19,ONGC.NS,BUY,299.9909973144531,1
2024-07-22,INFY.NS,SELL,1728.7235107421875,323
2024-07-22,ONGC.NS,SELL,288.27960205078125,1
2024-07-22,BAJAJ-AUTO.NS,BUY,9118.8916015625,20
2024-07-22,HEROMOTOCO.NS,BUY,5073.634765625,36
2024-07-22,TATASTEEL.NS,BUY,154.7902069091797,1200
2024-07-23,BAJAJ-AUTO.NS,SELL,9201.7900390625,20
2024-07-23,HEROMOTOCO.NS,SELL,5132.58642578125,36
2024-07-23,TATASTEEL.NS,SELL,157.9172821044922,1200
2024-07-23,WIPRO.NS,BUY,238.09976196289062,2362
2024-07-26,WIPRO.NS,SELL,239.03717041015625,2362
2024-07-26,ADANIPORTS.NS,BUY,1488.657470703125,377
2024-07-29,ADANIPORTS.NS,SELL,1540.40576171875,377
2024-07-29,M&M.NS,SELL,2876.88671875,1172
2024-07-29,BAJAJ-AUTO.NS,BUY,9313.16796875,211
2024-07-29,ONGC.NS,BUY,300.711669921875,6547
2024-07-30,BAJAJ-AUTO.NS,SELL,9314.58203125,211
2024-07-30,ONGC.NS,SELL,299.0901184082031,6547
2024-07-30,BEL.NS,BUY,320.424560546875,12208
2024-07-31,BEL.NS,SELL,315.20233154296875,12208
2024-07-31,BAJAJ-AUTO.NS,BUY,9362.7119140625,204
2024-07-31,ONGC.NS,BUY,299.1351318359375,6406
2024-08-01,BAJAJ-AUTO.NS,SELL,9600.6806640625,204
2024-08-01,ONGC.NS,SELL,304.3151550292969,6406
2024-08-01,BEL.NS,BUY,313.03466796875,12455
2024-08-02,BEL.NS,SELL,300.8167724609375,12455
2024-08-02,ONGC.NS,BUY,304.4953918457031,6128
2024-08-02,POWERGRID.NS,BUY,335.0278015136719,5569
2024-08-05,ONGC.NS,SELL,288.594970703125,6128
2024-08-05,BEL.NS,BUY,285.5936279296875,3084
2024-08-05,WIPRO.NS,BUY,229.6631622314453,3835
2024-08-06,BEL.NS,SELL,287.7120666503906,3084
2024-08-06,BAJAJ-AUTO.NS,BUY,9280.056640625,23
2024-08-06,HINDALCO.NS,BUY,616.9134521484375,358
2024-08-06,M&M.NS,BUY,2666.874267578125,82
2024-08-06,TATASTEEL.NS,BUY,147.76406860351562,1495
2024-08-07,BAJAJ-AUTO.NS,SELL,9333.453125,23
2024-08-07,HINDALCO.NS,SELL,616.9134521484375,358
2024-08-07,TATASTEEL.NS,SELL,150.1973114013672,1495
2024-08-07,BEL.NS,BUY,291.1606750488281,1146
2024-08-07,SBIN.NS,BUY,793.0753784179688,420
2024-08-08,BEL.NS,SELL,296.5799255371094,1146
2024-08-08,BAJAJ-AUTO.NS,BUY,9494.375,11
2024-08-08,INFY.NS,BUY,1709.3250732421875,66
2024-08-08,ONGC.NS,BUY,296.3874816894531,381
2024-08-09,BAJAJ-AUTO.NS,SELL,9519.732421875,11
2024-08-09,ONGC.NS,SELL,300.8468322753906,381
2024-08-09,BEL.NS,BUY,298.0578918457031,381
2024-08-09,GRASIM.NS,BUY,2546.835205078125,44
2024-08-12,BEL.NS,SELL,294.6092834472656,381
2024-08-14,BEL.NS,BUY,292.59149169921875,388
2024-08-16,BEL.NS,SELL,292.9372863769531,388
2024-08-16,WIPRO.NS,SELL,234.81886291503906,3835
2024-08-28,INFY.NS,SELL,1831.2379150390625,66
2024-08-30,HCLTECH.NS,SELL,1664.6314697265625,1007
2024-09-02,POWERGRID.NS,SELL,319.3184814453125,5569
2024-09-02,ULTRACEMCO.NS,BUY,11253.666015625,406
2024-09-03,ULTRACEMCO.NS,SELL,11362.4765625,406
2024-09-04,ULTRACEMCO.NS,BUY,11320.244140625,406
2024-09-05,ULTRACEMCO.NS,SELL,11557.1923828125,406
2024-09-06,ULTRACEMCO.NS,BUY,11427.564453125,409
2024-09-09,ULTRACEMCO.NS,SELL,11328.1943359375,409
2024-09-09,BEL.NS,BUY,278.6115417480469,16566
2024-09-10,BEL.NS,SELL,279.1055603027344,16566
2024-09-10,ONGC.NS,BUY,272.4522705078125,8451
2024-09-10,ULTRACEMCO.NS,BUY,11467.212890625,200
2024-09-11,ONGC.NS,SELL,265.46160888671875,8451
2024-09-11,ULTRACEMCO.NS,SELL,11497.1240234375,200
2024-09-12,ONGC.NS,BUY,261.4669494628906,8670
2024-09-12,ULTRACEMCO.NS,BUY,11435.36328125,198
2024-09-13,ONGC.NS,SELL,268.45758056640625,8670
2024-09-13,ULTRACEMCO.NS,SELL,11621.3359375,198
2024-09-13,POWERGRID.NS,BUY,320.6395263671875,14386
2024-10-11,M&M.NS,SELL,3174.495849609375,82
2024-10-15,WIPRO.NS,BUY,259.1209411621094,1001
2024-10-16,WIPRO.NS,SELL,249.81727600097656,1001
2024-10-18,BAJAJ-AUTO.NS,BUY,9801.1494140625,5
2024-10-18,BAJAJFINSV.NS,BUY,1814.1162109375,27
2024-10-18,BAJFINANCE.NS,BUY,685.07275390625,72
2024-10-18,HEROMOTOCO.NS,BUY,4918.06982421875,10
2024-10-18,SHRIRAMFIN.NS,BUY,623.593505859375,79
2024-10-21,BAJFINANCE.NS,SELL,686.6679077148438,72
2024-10-21,HEROMOTOCO.NS,SELL,4916.8916015625,10
2024-10-21,WIPRO.NS,BUY,258.5350646972656,393
2024-10-22,WIPRO.NS,SELL,257.6914367675781,393
2024-10-22,BAJFINANCE.NS,BUY,675.8297729492188,74
2024-10-22,HEROMOTOCO.NS,BUY,4961.00634765625,10
2024-10-23,BAJFINANCE.NS,SELL,656.52392578125,74
2024-10-23,HEROMOTOCO.NS,SELL,4878.8095703125,10
2024-10-23,ADANIENT.NS,BUY,2839.4423828125,11
2024-10-23,M&M.NS,BUY,2853.226806640625,11
2024-10-23,ONGC.NS,BUY,245.12527465820312,133
2024-10-24,ADANIENT.NS,SELL,2839.642333984375,11
2024-10-24,BAJAJ-AUTO.NS,SELL,10244.3671875,5
2024-10-24,ONGC.NS,SELL,246.85023498535156,133
2024-10-24,ADANIPORTS.NS,BUY,1338.488037109375,17
2024-10-24,BEL.NS,BUY,265.7677307128906,88
2024-10-24,CIPLA.NS,BUY,1480.1881103515625,15
2024-10-24,HEROMOTOCO.NS,BUY,4863.962890625,4
2024-10-24,TATASTEEL.NS,BUY,146.083251953125,161
2024-10-25,BEL.NS,SELL,267.7437438964844,88
2024-10-25,HEROMOTOCO.NS,SELL,4826.2109375,4
2024-10-25,TATASTEEL.NS,SELL,145.6044158935547,161
2024-10-25,ADANIENT.NS,BUY,2843.59033203125,6
2024-10-25,BAJAJ-AUTO.NS,BUY,10045.4091796875,1
2024-10-25,BRITANNIA.NS,BUY,5539.80078125,3
2024-10-25,ONGC.NS,BUY,245.12527465820312,74
2024-10-28,ADANIENT.NS,SELL,2699.76171875,6
2024-10-28,BRITANNIA.NS,SELL,5603.56494140625,3
2024-10-28,INDUSINDBK.NS,SELL,1051.4000244140625,103
2024-10-28,ONGC.NS,SELL,236.6366729736328,74
2024-10-28,TATACONSUM.NS,SELL,965.8914184570312,464
2024-10-28,BPCL.NS,BUY,282.8454284667969,435
2024-10-28,HEROMOTOCO.NS,BUY,4687.9287109375,26
2024-10-28,HINDALCO.NS,BUY,676.042236328125,182
2024-10-28,LT.NS,BUY,3285.35986328125,37
2024-10-28,TATASTEEL.NS,BUY,142.67279052734375,862
2024-10-29,BPCL.NS,SELL,287.1714172363281,435
2024-10-29,HEROMOTOCO.NS,SELL,4645.08740234375,26
2024-10-29,HINDALCO.NS,SELL,687.8555908203125,182
2024-10-29,TATASTEEL.NS,SELL,146.43505859375,862
2024-10-29,ONGC.NS,BUY,239.0879669189453,1041
2024-10-29,TATACONSUM.NS,BUY,974.7755126953125,255
2024-10-30,ONGC.NS,SELL,240.58592224121094,1041
2024-10-30,ADANIENT.NS,BUY,2862.5810546875,29
2024-10-30,BPCL.NS,BUY,284.4101257324219,292
2024-10-30,HEROMOTOCO.NS,BUY,4472.7294921875,18
2024-10-31,ADANIENT.NS,SELL,2966.42919921875,29
2024-10-31,BPCL.NS,SELL,285.7907409667969,292
2024-10-31,HEROMOTOCO.NS,SELL,4653.71240234375,18
2024-10-31,ONGC.NS,BUY,239.1333465576172,1068
2024-11-01,ONGC.NS,SELL,244.9437255859375,1068
2024-11-01,INDUSINDBK.NS,BUY,1061.449951171875,122
2024-11-01,INFY.NS,BUY,1713.78173828125,76
2024-11-05,BPCL.NS,BUY,277.0467224121094,3
2024-11-06,BAJAJ-AUTO.NS,SELL,9639.107421875,1
2024-11-06,BPCL.NS,SELL,286.9873046875,3
2024-11-06,TRENT.NS,BUY,7017.919921875,1
2024-11-07,TITAN.NS,SELL,3170.45849609375,468
2024-11-07,ONGC.NS,BUY,245.5792236328125,6032
2024-11-08,ONGC.NS,SELL,241.44842529296875,6032
2024-11-08,HINDALCO.NS,BUY,649.9833374023438,1115
2024-11-08,TITAN.NS,BUY,3111.6357421875,233
2024-11-11,HINDALCO.NS,SELL,642.7365112304688,1115
2024-11-11,BAJAJ-AUTO.NS,BUY,9606.5810546875,37
2024-11-11,ONGC.NS,BUY,238.18008422851562,1500
2024-11-12,BAJAJ-AUTO.NS,SELL,9655.296875,37
2024-11-12,ONGC.NS,SELL,236.8182830810547,1500
2024-11-12,HINDALCO.NS,BUY,663.1369018554688,536
2024-11-12,RELIANCE.NS,BUY,1270.4759521484375,280
2024-11-13,ASIANPAINT.NS,SELL,2439.424560546875,409
2024-11-13,HINDALCO.NS,SELL,643.282470703125,536
2024-11-13,RELIANCE.NS,SELL,1265.1968994140625,280
2024-11-13,BAJAJ-AUTO.NS,BUY,9439.466796875,44
2024-11-13,BRITANNIA.NS,BUY,4944.20556640625,85
2024-11-13,HEROMOTOCO.NS,BUY,4422.44091796875,95
2024-11-13,ONGC.NS,BUY,232.55125427246094,1817
2024-11-14,BAJAJ-AUTO.NS,SELL,9177.408203125,44
2024-11-14,BRITANNIA.NS,SELL,4981.220703125,85
2024-11-14,HEROMOTOCO.NS,SELL,4260.2626953125,95
2024-11-14,ONGC.NS,SELL,229.28294372558594,1817
2024-11-14,HINDALCO.NS,BUY,625.4135131835938,1322
2024-11-14,RELIANCE.NS,BUY,1248.6131591796875,662
2024-11-18,HINDALCO.NS,SELL,637.2268676757812,1322
2024-11-18,RELIANCE.NS,SELL,1262.5574951171875,662
2024-11-18,ASIANPAINT.NS,BUY,2488.8056640625,95
2024-11-18,BAJAJ-AUTO.NS,BUY,9225.2451171875,25
2024-11-18,BPCL.NS,BUY,274.423583984375,870
2024-11-18,BRITANNIA.NS,BUY,4905.71044921875,48
2024-11-18,NESTLEIND.NS,BUY,1078.0028076171875,221
2024-11-18,ONGC.NS,BUY,227.96652221679688,1047
2024-11-18,TATASTEEL.NS,BUY,136.3111572265625,1752
2024-11-19,BAJAJ-AUTO.NS,SELL,9323.7001953125,25
2024-11-19,BPCL.NS,SELL,269.3612365722656,870
2024-11-19,BRITANNIA.NS,SELL,4861.24365234375,48
2024-11-19,NESTLEIND.NS,SELL,1094.8812255859375,221
2024-11-19,ONGC.NS,SELL,232.53421020507812,1047
2024-11-19,TATASTEEL.NS,SELL,138.76393127441406,1752
2024-11-19,NTPC.NS,BUY,355.7626953125,2022
2024-11-19,RELIANCE.NS,BUY,1255.7347412109375,572
2024-11-21,RELIANCE.NS,SELL,1236.710693359375,572
2024-11-21,BPCL.NS,BUY,264.5750427246094,1334
2024-11-21,BRITANNIA.NS,BUY,4811.939453125,73
2024-11-22,ADANIPORTS.NS,SELL,1067.4068603515625,17
2024-11-22,BPCL.NS,SELL,260.11102294921875,1334
2024-11-22,BRITANNIA.NS,SELL,4727.10107421875,73
2024-11-22,SBIN.NS,SELL,770.5281372070312,420
2024-11-22,ADANIENT.NS,BUY,2099.958984375,245
2024-11-22,RELIANCE.NS,BUY,1224.5093994140625,421
2024-11-25,ADANIENT.NS,SELL,2313.852783203125,245
2024-11-25,RELIANCE.NS,SELL,1284.8682861328125,421
2024-11-25,TRENT.NS,SELL,6793.11474609375,1
2024-11-25,ADANIPORTS.NS,BUY,1179.2626953125,314
2024-11-25,BPCL.NS,BUY,268.8089599609375,1378
2024-11-25,BRITANNIA.NS,BUY,4841.55126953125,76
2024-11-26,BPCL.NS,SELL,274.239501953125,1378
2024-11-26,BRITANNIA.NS,SELL,4840.51513671875,76
2024-11-26,ADANIENT.NS,BUY,2264.477294921875,329
2024-11-27,ADANIENT.NS,SELL,2178.919921875,329
2024-11-27,BRITANNIA.NS,BUY,4948.74658203125,144
2024-11-28,BRITANNIA.NS,SELL,4922.095703125,144
2024-11-28,ADANIENT.NS,BUY,2438.791015625,290
2024-11-29,ADANIENT.NS,SELL,2462.8291015625,290
2024-11-29,ADANIPORTS.NS,SELL,1169.3111572265625,314
2024-11-29,BRITANNIA.NS,BUY,4816.87451171875,74
2024-11-29,HEROMOTOCO.NS,BUY,4523.44140625,79
2024-11-29,RELIANCE.NS,BUY,1274.908203125,281
2024-12-02,BRITANNIA.NS,SELL,4866.72119140625,74
2024-12-02,HEROMOTOCO.NS,SELL,4461.8896484375,79
2024-12-02,RELIANCE.NS,SELL,1282.8763427734375,281
2024-12-02,ADANIENT.NS,BUY,2490.115478515625,215
2024-12-02,ADANIPORTS.NS,BUY,1196.080810546875,449
2024-12-03,ADANIENT.NS,SELL,2462.779052734375,215
2024-12-03,BRITANNIA.NS,BUY,4836.17138671875,36
2024-12-03,HEROMOTOCO.NS,BUY,4477.4423828125,39
2024-12-03,RELIANCE.NS,BUY,1311.7608642578125,134
2024-12-04,ADANIPORTS.NS,SELL,1294.7010498046875,449
2024-12-04,BRITANNIA.NS,SELL,4852.853515625,36
2024-12-04,HEROMOTOCO.NS,SELL,4435.07177734375,39
2024-12-04,RELIANCE.NS,SELL,1320.72509765625,134
2024-12-04,ADANIENT.NS,BUY,2526.74755859375,437
2024-12-05,ADANIENT.NS,SELL,2503.7587890625,437
2024-12-05,ADANIPORTS.NS,BUY,1267.831787109375,430
2024-12-05,BRITANNIA.NS,BUY,4797.13330078125,113
2024-12-06,ADANIPORTS.NS,SELL,1272.8076171875,430
2024-12-06,BRITANNIA.NS,SELL,4808.978515625,113
2024-12-06,INDUSINDBK.NS,SELL,1000.0,122
2024-12-06,ADANIENT.NS,BUY,2518.751220703125,481
2024-12-09,ADANIENT.NS,SELL,2506.657470703125,481
2024-12-09,ADANIPORTS.NS,BUY,1251.710205078125,320
2024-12-09,BRITANNIA.NS,BUY,4782.2783203125,83
2024-12-09,HEROMOTOCO.NS,BUY,4372.7646484375,91
2024-12-10,BRITANNIA.NS,SELL,4737.76123046875,83
2024-12-10,HEROMOTOCO.NS,SELL,4336.04931640625,91
2024-12-10,ADANIENT.NS,BUY,2499.7607421875,158
2024-12-10,INDUSINDBK.NS,BUY,983.0,402
2024-12-11,ADANIENT.NS,SELL,2467.776611328125,158
2024-12-11,ADANIPORTS.NS,SELL,1248.028076171875,320
2024-12-11,BRITANNIA.NS,BUY,4745.80615234375,55
2024-12-11,HEROMOTOCO.NS,BUY,4323.08837890625,60
2024-12-11,RELIANCE.NS,BUY,1279.88818359375,205
2024-12-12,BRITANNIA.NS,SELL,4836.6162109375,55
2024-12-12,HEROMOTOCO.NS,SELL,4383.60498046875,60
2024-12-12,INDUSINDBK.NS,SELL,986.0,402
2024-12-12,RELIANCE.NS,SELL,1264.947998046875,205
2024-12-12,ADANIENT.NS,BUY,2455.78271484375,160
2024-12-12,ADANIPORTS.NS,BUY,1227.8265380859375,321
2024-12-12,BAJAJ-AUTO.NS,BUY,8870.1943359375,44
2024-12-13,ADANIENT.NS,SELL,2502.75927734375,160
2024-12-13,BAJAJ-AUTO.NS,SELL,8742.5791015625,44
2024-12-13,BRITANNIA.NS,BUY,4761.5986328125,82
2024-12-13,RELIANCE.NS,BUY,1254.98779296875,314
2024-12-16,BRITANNIA.NS,SELL,4806.01708984375,82
2024-12-16,RELIANCE.NS,SELL,1269.9281005859375,314
2024-12-16,ADANIENT.NS,BUY,2528.746337890625,104
2024-12-16,BAJAJ-AUTO.NS,BUY,8839.9599609375,29
2024-12-16,HEROMOTOCO.NS,BUY,4326.62353515625,61
2024-12-17,ADANIENT.NS,SELL,2510.755126953125,104
2024-12-17,HEROMOTOCO.NS,SELL,4254.32421875,61
2024-12-17,BRITANNIA.NS,BUY,4754.1962890625,55
2024-12-17,RELIANCE.NS,BUY,1256.0335693359375,210
2024-12-18,BRITANNIA.NS,SELL,4713.23291015625,55
2024-12-18,RELIANCE.NS,SELL,1235.7147216796875,210
2024-12-18,ADANIENT.NS,BUY,2487.766845703125,69
2024-12-18,HEROMOTOCO.NS,BUY,4146.064453125,41
2024-12-18,NESTLEIND.NS,BUY,1084.03076171875,160
2024-12-19,ADANIENT.NS,SELL,2427.79638671875,69
2024-12-19,HEROMOTOCO.NS,SELL,4081.117919921875,41
2024-12-19,NESTLEIND.NS,SELL,1075.197998046875,160
2024-12-19,BPCL.NS,BUY,259.6047668457031,656
2024-12-19,BRITANNIA.NS,BUY,4688.55615234375,36
2024-12-19,RELIANCE.NS,BUY,1234.0711669921875,138
2024-12-20,BPCL.NS,SELL,270.1896057128906,656
2024-12-20,BRITANNIA.NS,SELL,4728.03857421875,36
2024-12-20,RELIANCE.NS,SELL,1219.1309814453125,138
2024-12-20,ADANIENT.NS,BUY,2427.79638671875,106
2024-12-20,HEROMOTOCO.NS,BUY,4154.0771484375,62
2024-12-23,ADANIENT.NS,SELL,2372.773681640625,106
2024-12-23,HEROMOTOCO.NS,SELL,4114.5341796875,62
2024-12-23,BPCL.NS,BUY,268.762939453125,268
2024-12-23,BRITANNIA.NS,BUY,4644.138671875,15
2024-12-23,HINDALCO.NS,BUY,620.9959106445312,116
2024-12-23,INDUSINDBK.NS,BUY,938.9500122070312,76
2024-12-23,ONGC.NS,BUY,221.6051025390625,325
2024-12-23,RELIANCE.NS,BUY,1210.166748046875,59
2024-12-23,TATASTEEL.NS,BUY,139.2036895751953,518
2024-12-24,BPCL.NS,SELL,266.8761291503906,268
2024-12-24,BRITANNIA.NS,SELL,4641.2265625,15
2024-12-24,HINDALCO.NS,SELL,630.3770751953125,116
2024-12-24,ONGC.NS,SELL,224.1629638671875,325
2024-12-24,RELIANCE.NS,SELL,1217.437744140625,59
2024-12-24,TATASTEEL.NS,SELL,137.98216247558594,518
2024-12-24,ADANIENT.NS,BUY,2354.032958984375,91
2024-12-24,HEROMOTOCO.NS,BUY,4027.43603515625,53
2024-12-26,ADANIENT.NS,SELL,2376.871826171875,91
2024-12-26,HEROMOTOCO.NS,SELL,4024.98486328125,53
2024-12-26,BPCL.NS,BUY,271.38616943359375,319
2024-12-26,BRITANNIA.NS,BUY,4693.39306640625,18
2024-12-26,HINDALCO.NS,BUY,625.4135131835938,138
2024-12-26,RELIANCE.NS,BUY,1219.3798828125,71
2024-12-26,TATASTEEL.NS,BUY,137.7378692626953,629
2024-12-27,BPCL.NS,SELL,271.5702209472656,319
2024-12-27,BRITANNIA.NS,SELL,4714.2197265625,18
2024-12-27,HINDALCO.NS,SELL,624.172607421875,138
2024-12-27,RELIANCE.NS,SELL,1213.4537353515625,71
2024-12-27,TATASTEEL.NS,SELL,137.4935760498047,629
2024-12-27,ADANIENT.NS,BUY,2413.803466796875,44
2024-12-27,AXISBANK.NS,BUY,1077.1793212890625,100
2024-12-27,HEROMOTOCO.NS,BUY,4034.88232421875,26
2024-12-27,ONGC.NS,BUY,223.2328338623047,482
2024-12-30,ADANIENT.NS,SELL,2423.798583984375,44
2024-12-30,HEROMOTOCO.NS,SELL,4008.724853515625,26
2024-12-30,ONGC.NS,SELL,219.55880737304688,482
2024-12-30,BPCL.NS,BUY,270.1896057128906,237
2024-12-30,BRITANNIA.NS,BUY,4698.130859375,13
2024-12-30,HINDALCO.NS,BUY,610.9197998046875,104
2024-12-30,RELIANCE.NS,BUY,1211.5611572265625,52
2024-12-30,TATASTEEL.NS,BUY,135.74436950683594,471
2024-12-31,BPCL.NS,SELL,268.25677490234375,237
2024-12-31,BRITANNIA.NS,SELL,4732.97412109375,13
2024-12-31,HINDALCO.NS,SELL,597.021728515625,104
2024-12-31,RELIANCE.NS,SELL,1203.194580078125,52
2024-12-31,TATASTEEL.NS,SELL,133.75083923339844,471
2024-12-31,HEROMOTOCO.NS,BUY,3923.559326171875,20
2024-12-31,NESTLEIND.NS,BUY,1060.4354248046875,74
2024-12-31,ONGC.NS,BUY,216.3963165283203,365
2024-12-31,SBIN.NS,BUY,771.4594116210938,102
2025-01-01,HEROMOTOCO.NS,SELL,3935.247314453125,20
2025-01-01,NESTLEIND.NS,SELL,1067.8167724609375,74
2025-01-01,ONGC.NS,SELL,221.1958465576172,365
2025-01-01,ADANIENT.NS,BUY,2534.743408203125,18
2025-01-01,BPCL.NS,BUY,269.0390625,177
2025-01-01,BRITANNIA.NS,BUY,4690.72802734375,10
2025-01-01,HINDALCO.NS,BUY,597.1209716796875,80
2025-01-01,RELIANCE.NS,BUY,1210.017333984375,39
2025-01-02,ADANIENT.NS,SELL,2564.4287109375,18
2025-01-02,BPCL.NS,SELL,271.80035400390625,177
2025-01-02,BRITANNIA.NS,SELL,4728.087890625,10
2025-01-02,HINDALCO.NS,SELL,590.569091796875,80
2025-01-02,RELIANCE.NS,SELL,1216.391845703125,39
2025-01-02,HEROMOTOCO.NS,BUY,3944.862060546875,60
2025-01-03,HEROMOTOCO.NS,SELL,4020.6962890625,60
2025-01-03,ADANIENT.NS,BUY,2578.7216796875,31
2025-01-03,BRITANNIA.NS,BUY,4737.9091796875,17
2025-01-03,HINDALCO.NS,BUY,594.6392211914062,136
2025-01-06,ADANIENT.NS,SELL,2556.382568359375,31
2025-01-06,BRITANNIA.NS,SELL,4810.45849609375,17
2025-01-06,HINDALCO.NS,SELL,588.2857666015625,136
2025-01-06,INDUSINDBK.NS,SELL,1004.9500122070312,76
2025-01-06,HEROMOTOCO.NS,BUY,4014.615966796875,79
2025-01-07,HEROMOTOCO.NS,SELL,3959.09619140625,79
2025-01-07,ADANIENT.NS,BUY,2473.423583984375,18
2025-01-07,BPCL.NS,BUY,264.2528991699219,168
2025-01-07,BRITANNIA.NS,BUY,4742.79541015625,9
2025-01-07,INDUSINDBK.NS,BUY,970.1500244140625,45
2025-01-07,RELIANCE.NS,BUY,1217.1387939453125,36
2025-01-07,TATASTEEL.NS,BUY,129.75405883789062,343
2025-01-07,TRENT.NS,BUY,7004.13232421875,6
2025-01-08,ADANIENT.NS,SELL,2519.301025390625,18
2025-01-08,BPCL.NS,SELL,260.2951354980469,168
2025-01-08,BRITANNIA.NS,SELL,4787.2626953125,9
2025-01-08,NTPC.NS,SELL,319.5097351074219,2022
2025-01-08,RELIANCE.NS,SELL,1244.031494140625,36
2025-01-08,TATASTEEL.NS,SELL,130.87783813476562,343
2025-01-08,HEROMOTOCO.NS,BUY,3956.173828125,220
2025-01-09,HEROMOTOCO.NS,SELL,3911.258056640625,220
2025-01-09,TRENT.NS,SELL,6713.1845703125,6
2025-01-09,ADANIENT.NS,BUY,2515.7529296875,118
2025-01-09,BRITANNIA.NS,BUY,4797.67626953125,62
2025-01-09,TATASTEEL.NS,BUY,128.99183654785156,2319
2025-01-10,ADANIENT.NS,SELL,2478.771240234375,118
2025-01-10,BRITANNIA.NS,SELL,4864.7470703125,62
2025-01-10,TATASTEEL.NS,SELL,126.96900177001953,2319
2025-01-10,HEROMOTOCO.NS,BUY,3907.1572265625,56
2025-01-10,HINDALCO.NS,BUY,581.7338256835938,382
2025-01-10,NTPC.NS,BUY,309.6972351074219,717
2025-01-10,TRENT.NS,BUY,6595.2861328125,33
2025-01-13,HEROMOTOCO.NS,SELL,3864.73974609375,56
2025-01-13,HINDALCO.NS,SELL,567.4386596679688,382
2025-01-13,ADANIENT.NS,BUY,2363.828125,62
2025-01-13,BEL.NS,BUY,261.8158264160156,559
2025-01-13,TATASTEEL.NS,BUY,123.12857055664062,1190
2025-01-14,ADANIENT.NS,SELL,2240.389404296875,62
2025-01-14,BEL.NS,SELL,259.83984375,559
2025-01-14,TATASTEEL.NS,SELL,120.1383056640625,1190
2025-01-14,BPCL.NS,BUY,245.844482421875,433
2025-01-14,BRITANNIA.NS,BUY,4884.93310546875,21
2025-01-14,HEROMOTOCO.NS,BUY,3833.63330078125,27
2025-01-14,HINDALCO.NS,BUY,565.7510986328125,188
2025-01-15,BAJAJ-AUTO.NS,SELL,8410.7392578125,29
2025-01-15,BPCL.NS,SELL,252.1033477783203,433
2025-01-15,BRITANNIA.NS,SELL,4807.9912109375,21
2025-01-15,HEROMOTOCO.NS,SELL,3886.608642578125,27
2025-01-15,HINDALCO.NS,SELL,589.6755981445312,188
2025-01-15,ADANIENT.NS,BUY,2397.811279296875,281
2025-01-16,ADANIENT.NS,SELL,2498.761474609375,281
2025-01-16,BPCL.NS,BUY,246.0745849609375,947
2025-01-16,BRITANNIA.NS,BUY,4822.84619140625,48
2025-01-16,HEROMOTOCO.NS,BUY,3930.72314453125,59
2025-01-17,BPCL.NS,SELL,247.4091796875,947
2025-01-17,BRITANNIA.NS,SELL,4783.41357421875,48
2025-01-17,HEROMOTOCO.NS,SELL,3842.116943359375,59
2025-01-17,ADANIENT.NS,BUY,2448.7861328125,141
2025-01-17,HCLTECH.NS,BUY,1712.97021484375,201
2025-01-20,ADANIENT.NS,SELL,2412.553955078125,141
2025-01-20,INFY.NS,SELL,1770.5517578125,76
2025-01-20,BRITANNIA.NS,BUY,4797.13330078125,32
2025-01-20,HEROMOTOCO.NS,BUY,3881.235595703125,40
2025-01-20,WIPRO.NS,BUY,283.094970703125,558
2025-01-21,BRITANNIA.NS,SELL,4822.20458984375,32
2025-01-21,HEROMOTOCO.NS,SELL,3858.046875,40
2025-01-21,WIPRO.NS,SELL,283.46990966796875,558
2025-01-21,ADANIENT.NS,BUY,2440.5400390625,96
2025-01-21,BAJAJ-AUTO.NS,BUY,8370.3134765625,28
2025-01-22,ADANIENT.NS,SELL,2397.811279296875,96
